;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_vect__max_df;param_vect__max_features;param_vect__min_df;param_vect__ngram_range;params;split0_test_accuracy;split1_test_accuracy;split2_test_accuracy;split3_test_accuracy;split4_test_accuracy;mean_test_accuracy;std_test_accuracy;rank_test_accuracy;split0_train_accuracy;split1_train_accuracy;split2_train_accuracy;split3_train_accuracy;split4_train_accuracy;mean_train_accuracy;std_train_accuracy;split0_test_f1_macro;split1_test_f1_macro;split2_test_f1_macro;split3_test_f1_macro;split4_test_f1_macro;mean_test_f1_macro;std_test_f1_macro;rank_test_f1_macro;split0_train_f1_macro;split1_train_f1_macro;split2_train_f1_macro;split3_train_f1_macro;split4_train_f1_macro;mean_train_f1_macro;std_train_f1_macro;split0_test_f1_weighted;split1_test_f1_weighted;split2_test_f1_weighted;split3_test_f1_weighted;split4_test_f1_weighted;mean_test_f1_weighted;std_test_f1_weighted;rank_test_f1_weighted;split0_train_f1_weighted;split1_train_f1_weighted;split2_train_f1_weighted;split3_train_f1_weighted;split4_train_f1_weighted;mean_train_f1_weighted;std_train_f1_weighted;split0_test_recall_macro;split1_test_recall_macro;split2_test_recall_macro;split3_test_recall_macro;split4_test_recall_macro;mean_test_recall_macro;std_test_recall_macro;rank_test_recall_macro;split0_train_recall_macro;split1_train_recall_macro;split2_train_recall_macro;split3_train_recall_macro;split4_train_recall_macro;mean_train_recall_macro;std_train_recall_macro;split0_test_recall_weighted;split1_test_recall_weighted;split2_test_recall_weighted;split3_test_recall_weighted;split4_test_recall_weighted;mean_test_recall_weighted;std_test_recall_weighted;rank_test_recall_weighted;split0_train_recall_weighted;split1_train_recall_weighted;split2_train_recall_weighted;split3_train_recall_weighted;split4_train_recall_weighted;mean_train_recall_weighted;std_train_recall_weighted;split0_test_precision_macro;split1_test_precision_macro;split2_test_precision_macro;split3_test_precision_macro;split4_test_precision_macro;mean_test_precision_macro;std_test_precision_macro;rank_test_precision_macro;split0_train_precision_macro;split1_train_precision_macro;split2_train_precision_macro;split3_train_precision_macro;split4_train_precision_macro;mean_train_precision_macro;std_train_precision_macro;split0_test_precision_weighted;split1_test_precision_weighted;split2_test_precision_weighted;split3_test_precision_weighted;split4_test_precision_weighted;mean_test_precision_weighted;std_test_precision_weighted;rank_test_precision_weighted;split0_train_precision_weighted;split1_train_precision_weighted;split2_train_precision_weighted;split3_train_precision_weighted;split4_train_precision_weighted;mean_train_precision_weighted;std_train_precision_weighted
106;0.19942765235900878;0.009281816471466546;0.053407716751098636;0.010568346432646833;0.8;2500;0.2;(1, 1);{'vect__max_df': 0.8, 'vect__max_features': 2500, 'vect__min_df': 0.2, 'vect__ngram_range': (1, 1)};0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9180602006688963;0.8770903010033444;0.8770903010033444;0.8361204013377926;0.8330434782608696;0.8682809364548494;0.03133420952306398;85;0.9794866400168314;1.0;0.9897433200084158;0.9948717948717948;0.9897948557742373;0.9907793221342558;0.006802005251913217;0.918162582758856;0.8772438741382841;0.8772438741382841;0.8363251655177122;0.8330434782608697;0.8684037949628012;0.03134205298612921;85;0.9794871794871794;1.0;0.9897430502732417;0.9948717948717949;0.9897948557742372;0.9907793760812907;0.006801834345860426;0.9175;0.8766666666666667;0.8766666666666667;0.8358333333333333;0.8333333333333333;0.868;0.031102875894182036;85;0.9794866400168314;1.0;0.9897959183673469;0.9948979591836735;0.9897959183673469;0.9907952871870396;0.006803552489352125;0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9217171717171717;0.8804713804713804;0.8804713804713804;0.8392255892255892;0.8356643356643356;0.8715099715099714;0.03164985814330041;85;0.9794866400168314;1.0;0.9898989898989898;0.9948979591836735;0.99;0.9908567178198989;0.006795014617003659;0.9210472067614925;0.8798873084587371;0.8798873084587371;0.8387274101559816;0.8356643356643357;0.8710427138998569;0.03147319975727233;85;0.9794871794871794;1.0;0.98995078995079;0.994924123495552;0.99;0.9908724185867044;0.006796517314199028
107;1.1970262050628662;0.06964405508109307;0.10726537704467773;0.017494783283555006;0.8;2500;0.2;(1, 2);{'vect__max_df': 0.8, 'vect__max_features': 2500, 'vect__min_df': 0.2, 'vect__ngram_range': (1, 2)};0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9180602006688963;0.8770903010033444;0.8770903010033444;0.8361204013377926;0.8330434782608696;0.8682809364548494;0.03133420952306398;85;0.9794866400168314;1.0;0.9897433200084158;0.9948717948717948;0.9897948557742373;0.9907793221342558;0.006802005251913217;0.918162582758856;0.8772438741382841;0.8772438741382841;0.8363251655177122;0.8330434782608697;0.8684037949628012;0.03134205298612921;85;0.9794871794871794;1.0;0.9897430502732417;0.9948717948717949;0.9897948557742372;0.9907793760812907;0.006801834345860426;0.9175;0.8766666666666667;0.8766666666666667;0.8358333333333333;0.8333333333333333;0.868;0.031102875894182036;85;0.9794866400168314;1.0;0.9897959183673469;0.9948979591836735;0.9897959183673469;0.9907952871870396;0.006803552489352125;0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9217171717171717;0.8804713804713804;0.8804713804713804;0.8392255892255892;0.8356643356643356;0.8715099715099714;0.03164985814330041;85;0.9794866400168314;1.0;0.9898989898989898;0.9948979591836735;0.99;0.9908567178198989;0.006795014617003659;0.9210472067614925;0.8798873084587371;0.8798873084587371;0.8387274101559816;0.8356643356643357;0.8710427138998569;0.03147319975727233;85;0.9794871794871794;1.0;0.98995078995079;0.994924123495552;0.99;0.9908724185867044;0.006796517314199028
108;0.20334630012512206;0.014161121384748782;0.05246524810791016;0.009454307767135935;0.8;3000;0.1;(1, 1);{'vect__max_df': 0.8, 'vect__max_features': 3000, 'vect__min_df': 0.1, 'vect__ngram_range': (1, 1)};0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8977889027951607;0.8979591836734694;0.8972746331236896;0.875;0.9374728614850195;0.901099116215468;0.020197309584884367;43;1.0;1.0;0.9948717948717948;1.0;1.0;0.9989743589743589;0.0020512820512820886;0.8978740432343151;0.8979591836734694;0.8974457707611346;0.8753644314868804;0.9374728614850195;0.9012232581281638;0.02009404634239877;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8975;0.8983333333333333;0.8966666666666667;0.875;0.9375;0.901;0.02023061486405635;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8988294314381271;0.8983333333333333;0.9047619047619047;0.9032258064516129;0.9382608695652175;0.9086822691100391;0.014994763940465559;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8985393488499077;0.8987074829931971;0.9037900874635567;0.901250822909809;0.9382608695652174;0.9081097223563376;0.015197299624146537;43;1.0;1.0;0.994924123495552;1.0;1.0;0.9989848246991105;0.002030350601779185
109;1.1188591480255128;0.06769949452742668;0.10001077651977539;0.019791218674235635;0.8;3000;0.1;(1, 2);{'vect__max_df': 0.8, 'vect__max_features': 3000, 'vect__min_df': 0.1, 'vect__ngram_range': (1, 2)};0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8977889027951607;0.8979591836734694;0.8972746331236896;0.875;0.9374728614850195;0.901099116215468;0.020197309584884367;43;1.0;1.0;0.9948717948717948;1.0;1.0;0.9989743589743589;0.0020512820512820886;0.8978740432343151;0.8979591836734694;0.8974457707611346;0.8753644314868804;0.9374728614850195;0.9012232581281638;0.02009404634239877;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8975;0.8983333333333333;0.8966666666666667;0.875;0.9375;0.901;0.02023061486405635;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8988294314381271;0.8983333333333333;0.9047619047619047;0.9032258064516129;0.9382608695652175;0.9086822691100391;0.014994763940465559;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8985393488499077;0.8987074829931971;0.9037900874635567;0.901250822909809;0.9382608695652174;0.9081097223563376;0.015197299624146537;43;1.0;1.0;0.994924123495552;1.0;1.0;0.9989848246991105;0.002030350601779185
110;0.22120347023010253;0.028161497244207447;0.0531043529510498;0.012465720514499085;0.8;3000;0.15;(1, 1);{'vect__max_df': 0.8, 'vect__max_features': 3000, 'vect__min_df': 0.15, 'vect__ngram_range': (1, 1)};0.8979591836734694;0.9387755102040817;0.8979591836734694;0.8979591836734694;0.9375;0.914030612244898;0.01968753202201505;1;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8977889027951607;0.9386733416770963;0.8977889027951607;0.8972746331236896;0.9374728614850195;0.9137997283752254;0.01982365109916879;1;0.9948712553588805;1.0;0.9948717948717948;0.9948717948717948;0.9948978263699075;0.9959025342944756;0.0020487580130204392;0.8978740432343151;0.9387244259405889;0.8978740432343151;0.8974457707611346;0.9374728614850195;0.9138782289310747;0.019780464060940663;1;0.9948715251153378;1.0;0.9948717948717949;0.9948717948717949;0.9948978263699075;0.995902588245767;0.002048730858335833;0.8975;0.9383333333333332;0.8975;0.8966666666666667;0.9375;0.9135;0.01994018834191669;1;0.9948453608247423;1.0;0.9948979591836735;0.9948979591836735;0.9948979591836735;0.9959078476751527;0.0020461775706284383;0.8979591836734694;0.9387755102040817;0.8979591836734694;0.8979591836734694;0.9375;0.914030612244898;0.01968753202201505;1;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8988294314381271;0.939799331103679;0.8988294314381271;0.9047619047619047;0.9382608695652175;0.9160961936614112;0.018856616041783035;22;0.994949494949495;1.0;0.9948979591836735;0.9948979591836735;0.994949494949495;0.9959389816532674;0.002030639970589671;0.8985393488499077;0.93945805747048;0.8985393488499077;0.9037900874635567;0.9382608695652174;0.9157175424398138;0.018996096988799897;22;0.994923594923595;1.0;0.994924123495552;0.994924123495552;0.9949494949494949;0.9959442673728388;0.0020278904618663274
111;1.167828416824341;0.06785976499666119;0.10514183044433593;0.020930698181744683;0.8;3000;0.15;(1, 2);{'vect__max_df': 0.8, 'vect__max_features': 3000, 'vect__min_df': 0.15, 'vect__ngram_range': (1, 2)};0.8979591836734694;0.9387755102040817;0.9183673469387755;0.8979591836734694;0.9166666666666666;0.9139455782312925;0.015196127825638572;22;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8977889027951607;0.9386733416770963;0.9180602006688963;0.8972746331236896;0.9165217391304348;0.9136637634790554;0.015320512275836298;22;0.9948712553588805;1.0;0.9948717948717948;0.9948717948717948;0.9948978263699075;0.9959025342944756;0.0020487580130204392;0.8978740432343151;0.9387244259405889;0.918162582758856;0.8974457707611346;0.9165217391304347;0.9137457123650659;0.015288879474004619;22;0.9948715251153378;1.0;0.9948717948717949;0.9948717948717949;0.9948978263699075;0.995902588245767;0.002048730858335833;0.8975;0.9383333333333332;0.9175;0.8966666666666667;0.9166666666666667;0.9133333333333333;0.015374943540998384;22;0.9948453608247423;1.0;0.9948979591836735;0.9948979591836735;0.9948979591836735;0.9959078476751527;0.0020461775706284383;0.8979591836734694;0.9387755102040817;0.9183673469387755;0.8979591836734694;0.9166666666666666;0.9139455782312925;0.015196127825638572;22;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8988294314381271;0.939799331103679;0.9217171717171717;0.9047619047619047;0.9195804195804196;0.9169376517202604;0.014343227484593305;1;0.994949494949495;1.0;0.9948979591836735;0.9948979591836735;0.994949494949495;0.9959389816532674;0.002030639970589671;0.8985393488499077;0.93945805747048;0.9210472067614925;0.9037900874635567;0.9195804195804196;0.9164830240251713;0.014431658965218091;1;0.994923594923595;1.0;0.994924123495552;0.994924123495552;0.9949494949494949;0.9959442673728388;0.0020278904618663274
112;0.2038482666015625;0.01294587309516229;0.05518527030944824;0.011389929391738935;0.8;3000;0.2;(1, 1);{'vect__max_df': 0.8, 'vect__max_features': 3000, 'vect__min_df': 0.2, 'vect__ngram_range': (1, 1)};0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9180602006688963;0.8770903010033444;0.8770903010033444;0.8361204013377926;0.8330434782608696;0.8682809364548494;0.03133420952306398;85;0.9794866400168314;1.0;0.9897433200084158;0.9948717948717948;0.9897948557742373;0.9907793221342558;0.006802005251913217;0.918162582758856;0.8772438741382841;0.8772438741382841;0.8363251655177122;0.8330434782608697;0.8684037949628012;0.03134205298612921;85;0.9794871794871794;1.0;0.9897430502732417;0.9948717948717949;0.9897948557742372;0.9907793760812907;0.006801834345860426;0.9175;0.8766666666666667;0.8766666666666667;0.8358333333333333;0.8333333333333333;0.868;0.031102875894182036;85;0.9794866400168314;1.0;0.9897959183673469;0.9948979591836735;0.9897959183673469;0.9907952871870396;0.006803552489352125;0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9217171717171717;0.8804713804713804;0.8804713804713804;0.8392255892255892;0.8356643356643356;0.8715099715099714;0.03164985814330041;85;0.9794866400168314;1.0;0.9898989898989898;0.9948979591836735;0.99;0.9908567178198989;0.006795014617003659;0.9210472067614925;0.8798873084587371;0.8798873084587371;0.8387274101559816;0.8356643356643357;0.8710427138998569;0.03147319975727233;85;0.9794871794871794;1.0;0.98995078995079;0.994924123495552;0.99;0.9908724185867044;0.006796517314199028
113;1.1391426086425782;0.09446195266935062;0.10730447769165039;0.021056916133114015;0.8;3000;0.2;(1, 2);{'vect__max_df': 0.8, 'vect__max_features': 3000, 'vect__min_df': 0.2, 'vect__ngram_range': (1, 2)};0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9180602006688963;0.8770903010033444;0.8770903010033444;0.8361204013377926;0.8330434782608696;0.8682809364548494;0.03133420952306398;85;0.9794866400168314;1.0;0.9897433200084158;0.9948717948717948;0.9897948557742373;0.9907793221342558;0.006802005251913217;0.918162582758856;0.8772438741382841;0.8772438741382841;0.8363251655177122;0.8330434782608697;0.8684037949628012;0.03134205298612921;85;0.9794871794871794;1.0;0.9897430502732417;0.9948717948717949;0.9897948557742372;0.9907793760812907;0.006801834345860426;0.9175;0.8766666666666667;0.8766666666666667;0.8358333333333333;0.8333333333333333;0.868;0.031102875894182036;85;0.9794866400168314;1.0;0.9897959183673469;0.9948979591836735;0.9897959183673469;0.9907952871870396;0.006803552489352125;0.9183673469387755;0.8775510204081632;0.8775510204081632;0.8367346938775511;0.8333333333333334;0.8687074829931973;0.03129251700680271;85;0.9794871794871794;1.0;0.9897435897435898;0.9948717948717949;0.9897959183673469;0.9907796964939821;0.006801787159656872;0.9217171717171717;0.8804713804713804;0.8804713804713804;0.8392255892255892;0.8356643356643356;0.8715099715099714;0.03164985814330041;85;0.9794866400168314;1.0;0.9898989898989898;0.9948979591836735;0.99;0.9908567178198989;0.006795014617003659;0.9210472067614925;0.8798873084587371;0.8798873084587371;0.8387274101559816;0.8356643356643357;0.8710427138998569;0.03147319975727233;85;0.9794871794871794;1.0;0.98995078995079;0.994924123495552;0.99;0.9908724185867044;0.006796517314199028
114;0.2103093147277832;0.01768043445063247;0.05259227752685547;0.009852684555746637;0.8;5000;0.1;(1, 1);{'vect__max_df': 0.8, 'vect__max_features': 5000, 'vect__min_df': 0.1, 'vect__ngram_range': (1, 1)};0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8977889027951607;0.8979591836734694;0.8972746331236896;0.875;0.9374728614850195;0.901099116215468;0.020197309584884367;43;1.0;1.0;0.9948717948717948;1.0;1.0;0.9989743589743589;0.0020512820512820886;0.8978740432343151;0.8979591836734694;0.8974457707611346;0.8753644314868804;0.9374728614850195;0.9012232581281638;0.02009404634239877;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8975;0.8983333333333333;0.8966666666666667;0.875;0.9375;0.901;0.02023061486405635;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8988294314381271;0.8983333333333333;0.9047619047619047;0.9032258064516129;0.9382608695652175;0.9086822691100391;0.014994763940465559;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8985393488499077;0.8987074829931971;0.9037900874635567;0.901250822909809;0.9382608695652174;0.9081097223563376;0.015197299624146537;43;1.0;1.0;0.994924123495552;1.0;1.0;0.9989848246991105;0.002030350601779185
115;1.147401714324951;0.07233050880539596;0.1090278148651123;0.03739456023414403;0.8;5000;0.1;(1, 2);{'vect__max_df': 0.8, 'vect__max_features': 5000, 'vect__min_df': 0.1, 'vect__ngram_range': (1, 2)};0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8977889027951607;0.8979591836734694;0.8972746331236896;0.875;0.9374728614850195;0.901099116215468;0.020197309584884367;43;1.0;1.0;0.9948717948717948;1.0;1.0;0.9989743589743589;0.0020512820512820886;0.8978740432343151;0.8979591836734694;0.8974457707611346;0.8753644314868804;0.9374728614850195;0.9012232581281638;0.02009404634239877;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8975;0.8983333333333333;0.8966666666666667;0.875;0.9375;0.901;0.02023061486405635;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8979591836734694;0.8979591836734694;0.8979591836734694;0.8775510204081632;0.9375;0.9017857142857142;0.0195282236826578;43;1.0;1.0;0.9948717948717949;1.0;1.0;0.9989743589743589;0.0020512820512820443;0.8988294314381271;0.8983333333333333;0.9047619047619047;0.9032258064516129;0.9382608695652175;0.9086822691100391;0.014994763940465559;43;1.0;1.0;0.9948979591836735;1.0;1.0;0.9989795918367348;0.002040816326530592;0.8985393488499077;0.8987074829931971;0.9037900874635567;0.901250822909809;0.9382608695652174;0.9081097223563376;0.015197299624146537;43;1.0;1.0;0.994924123495552;1.0;1.0;0.9989848246991105;0.002030350601779185
116;0.2047478199005127;0.009946023238883448;0.05524916648864746;0.012200562666304492;0.8;5000;0.15;(1, 1);{'vect__max_df': 0.8, 'vect__max_features': 5000, 'vect__min_df': 0.15, 'vect__ngram_range': (1, 1)};0.8979591836734694;0.9387755102040817;0.8979591836734694;0.8979591836734694;0.9375;0.914030612244898;0.01968753202201505;1;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8977889027951607;0.9386733416770963;0.8977889027951607;0.8972746331236896;0.9374728614850195;0.9137997283752254;0.01982365109916879;1;0.9948712553588805;1.0;0.9948717948717948;0.9948717948717948;0.9948978263699075;0.9959025342944756;0.0020487580130204392;0.8978740432343151;0.9387244259405889;0.8978740432343151;0.8974457707611346;0.9374728614850195;0.9138782289310747;0.019780464060940663;1;0.9948715251153378;1.0;0.9948717948717949;0.9948717948717949;0.9948978263699075;0.995902588245767;0.002048730858335833;0.8975;0.9383333333333332;0.8975;0.8966666666666667;0.9375;0.9135;0.01994018834191669;1;0.9948453608247423;1.0;0.9948979591836735;0.9948979591836735;0.9948979591836735;0.9959078476751527;0.0020461775706284383;0.8979591836734694;0.9387755102040817;0.8979591836734694;0.8979591836734694;0.9375;0.914030612244898;0.01968753202201505;1;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8988294314381271;0.939799331103679;0.8988294314381271;0.9047619047619047;0.9382608695652175;0.9160961936614112;0.018856616041783035;22;0.994949494949495;1.0;0.9948979591836735;0.9948979591836735;0.994949494949495;0.9959389816532674;0.002030639970589671;0.8985393488499077;0.93945805747048;0.8985393488499077;0.9037900874635567;0.9382608695652174;0.9157175424398138;0.018996096988799897;22;0.994923594923595;1.0;0.994924123495552;0.994924123495552;0.9949494949494949;0.9959442673728388;0.0020278904618663274
117;1.1512209892272949;0.05581666612409815;0.10199623107910157;0.021762985419207487;0.8;5000;0.15;(1, 2);{'vect__max_df': 0.8, 'vect__max_features': 5000, 'vect__min_df': 0.15, 'vect__ngram_range': (1, 2)};0.8979591836734694;0.9387755102040817;0.9183673469387755;0.8979591836734694;0.9166666666666666;0.9139455782312925;0.015196127825638572;22;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8977889027951607;0.9386733416770963;0.9180602006688963;0.8972746331236896;0.9165217391304348;0.9136637634790554;0.015320512275836298;22;0.9948712553588805;1.0;0.9948717948717948;0.9948717948717948;0.9948978263699075;0.9959025342944756;0.0020487580130204392;0.8978740432343151;0.9387244259405889;0.918162582758856;0.8974457707611346;0.9165217391304347;0.9137457123650659;0.015288879474004619;22;0.9948715251153378;1.0;0.9948717948717949;0.9948717948717949;0.9948978263699075;0.995902588245767;0.002048730858335833;0.8975;0.9383333333333332;0.9175;0.8966666666666667;0.9166666666666667;0.9133333333333333;0.015374943540998384;22;0.9948453608247423;1.0;0.9948979591836735;0.9948979591836735;0.9948979591836735;0.9959078476751527;0.0020461775706284383;0.8979591836734694;0.9387755102040817;0.9183673469387755;0.8979591836734694;0.9166666666666666;0.9139455782312925;0.015196127825638572;22;0.9948717948717949;1.0;0.9948717948717949;0.9948717948717949;0.9948979591836735;0.9959026687598117;0.0020486906815423084;0.8988294314381271;0.939799331103679;0.9217171717171717;0.9047619047619047;0.9195804195804196;0.9169376517202604;0.014343227484593305;1;0.994949494949495;1.0;0.9948979591836735;0.9948979591836735;0.994949494949495;0.9959389816532674;0.002030639970589671;0.8985393488499077;0.93945805747048;0.9210472067614925;0.9037900874635567;0.9195804195804196;0.9164830240251713;0.014431658965218091;1;0.994923594923595;1.0;0.994924123495552;0.994924123495552;0.9949494949494949;0.9959442673728388;0.0020278904618663274
